acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,totalpay
2732,CA,90280,Wells,1171,07920000,7,0.1336,-2.01,115,24,39,8,125
2733,FL,32780,Associates,2953,03013609,3,0.1445,-1.93,104,63,36,1,915
2734,ID,83856,Bank_Of_Am,4959,05012802,5,0.6766,-0.39,117,2,71,14,61
2735,FL,32404,Discover,6413,02014399,2,0.1599,-1.83,114,43,53,2,1430
2736,CT,06320,Chase,2273,02013725,2,0.4601,-0.78,115,95,23,2,475
2737,OR,97123,Wells,2605,05012936,5,0.1898,-1.66,118,15,376,1,125
2738,TX,77089,Discover,9060,01019109,1,0.3070,-1.18,108,76,102,2,175
2739,FL,33160,Chase,5205,06012726,6,0.6071,-0.5,142,70,16,1,1955
2740,NC,27522,Associates,1980,01018364,1,0.1648,-1.8,94,24,26,6,470
2741,CA,95403,Wells,1508,07012532,7,0.0513,-2.97,131,50,163,4,540
2742,IL,60645,Bank_Of_Am,7369,08012180,8,0.9814,-0.02,133,64,389,1,1843
2743,PA,16505,Discover,914,08000000,8,0.6834,-0.38,134,92,24,6,45
2744,LA,70049,Discover,1563,02013951,2,0.0511,-2.97,115,69,64,5,150
2745,CA,90303,Wells,1130,06012696,6,0.0384,-3.26,127,94,103,1,196
2746,IN,47715,Associates,351,02013856,2,0.4829,-0.73,142,20,24,2,111
2747,SC,29047,Chase,2279,03013338,3,0.1581,-1.84,123,82,33,3,300
2748,NY,11368,Chase,1976,03013400,3,0.9681,-0.03,105,51,67,1,820
2749,FL,34203,Associates,1616,02013756,2,0.9998,0,126,10,72,1,1559
2750,AL,36124,Discover,1491,06012583,6,0.2648,-1.33,123,31,67,6,1744
2751,FL,33351,Associates,3065,05012823,5,0.4102,-0.89,108,35,129,1,460
2752,CA,90242,Discover,3919,08012337,8,0.0107,-4.54,140,40,100,4,100
2753,CA,92102,Chase,525,03013674,3,0.2063,-1.58,120,32,12,2,11
2754,CA,90710,Bank_Of_Am,6546,08012278,8,0.3580,-1.03,147,30,75,23,325
2755,AZ,86035,Wells,1270,06012721,6,0.5352,-0.63,94,48,163,2,53
2756,AL,35127,Discover,4184,01016610,1,0.1397,-1.97,139,97,209,5,100
2757,TX,77708,Wells,5745,10011338,10,0.4341,-0.83,126,36,62,7,1070
2758,CA,93442,Wells,2096,05012964,5,0.3226,-1.13,115,28,42,5,1500
2759,OH,43953,Chase,2599,03013663,3,0.7805,-0.25,98,36,261,1,2044
2760,VA,23602,Discover,1736,01019550,1,0.3555,-1.03,101,75,93,6,700
2761,TN,37209,Associates,1744,03013584,3,0.4374,-0.83,142,57,47,1,1843
2762,IL,60005,Associates,1634,03013555,3,0.1439,-1.94,110,28,113,3,1650
2763,NY,11706,Associates,3088,04013168,4,0.9354,-0.07,121,76,38,1,2125
2764,GA,31905,Associates,2841,04013022,4,0.3394,-1.08,122,10,50,12,292
2765,PA,15104,Wells,3466,01015461,1,0.3514,-1.05,122,10,93,2,25
2766,AR,72106,Associates,2116,09012110,9,0.3052,-1.19,131,28,24,1,25
2767,MA,02747,Bank_Of_Am,8373,01019126,1,0.7842,-0.24,123,85,141,3,1118
2768,HI,96762,Discover,4915,06012701,6,0.8108,-0.21,133,61,152,9,50
2769,CA,95688,Chase,4761,08012306,8,0.0850,-2.47,104,39,71,13,100
2770,CA,94579,Bank_Of_Am,3643,06012704,6,0.6011,-0.51,108,56,126,2,1691
2771,TN,37211,Associates,796,08000000,8,0.6662,-0.41,129,74,43,4,60
2772,MA,01002,Discover,2345,01016572,1,0.8544,-0.16,144,80,36,1,2100
2773,OR,97330,Discover,1658,04013166,4,0.2989,-1.21,109,56,44,5,29
2774,WA,99021,Bank_Of_Am,4308,05012800,5,0.3633,-1.01,120,39,204,1,1050
2775,NC,28115,Discover,928,02014687,2,0.3959,-0.93,104,35,76,5,641
2776,TX,77506,Discover,2356,10011704,10,0.3842,-0.96,132,65,202,1,1105
2777,MA,02453,Associates,943,06012660,6,0.1700,-1.77,100,89,26,9,45
2778,GA,31565,Associates,6777,01019194,1,0.2652,-1.33,70,62,1,1,950
2779,MA,02155,Discover,3195,04013202,4,0.6237,-0.47,129,83,61,1,135
2780,MN,56031,Discover,2596,07012422,7,0.9254,-0.08,105,88,6,2,638
2781,CA,95354,Associates,803,05012891,5,0.7653,-0.27,134,45,85,1,200
2782,NY,11101,Wells,2352,09921164,9,0.3710,-0.99,123,92,14,4,1100
2783,NC,28905,Wells,5327,03013552,3,0.4742,-0.75,115,29,7,2,500
2784,VA,22801,Discover,2039,04013239,4,0.3448,-1.06,107,96,2,1,104
2785,NY,11420,Wells,2159,01015208,1,0.6900,-0.37,111,87,78,2,900
2786,MI,49633,Discover,4763,02014158,2,0.4086,-0.9,106,75,120,1,2737
2787,NY,10591,Chase_Bony,895,03013420,3,0.0200,-3.91,106,10,121,6,150
2788,NJ,07002,Discover,1635,01017647,1,0.3814,-0.96,135,36,18,1,229
2789,TX,75208,Associates,2067,10011702,10,0.3137,-1.16,126,90,112,4,500
2790,MS,38930,Chase,1051,04013285,4,0.5786,-0.55,112,35,51,1,620
2791,MI,48204,Discover,1467,06012644,6,0.0646,-2.74,114,26,78,5,146
2792,FL,33040,Bank_Of_Am,5113,01017785,1,0.0103,-4.58,128,18,27,2,4750
2793,TX,78130,Discover,1714,08012190,8,0.0876,-2.43,117,43,341,1,407
2794,MO,63901,Discover,3227,01016981,1,0.6148,-0.49,122,13,69,3,603
2795,TN,38127,Discover,1474,06012724,6,0.3837,-0.96,112,77,116,1,4
2796,NY,10002,Discover,1458,07920000,7,0.5429,-0.61,148,78,45,1,462
2797,AR,72212,Discover,6689,04013116,4,0.4344,-0.83,135,14,63,4,316
2798,CA,95991,Discover,6022,09012140,9,0.5077,-0.68,121,54,66,2,364
2799,IL,60804,Associates,6668,08012198,8,0.4804,-0.73,136,77,30,3,2410
2800,NY,11554,Bank_Of_Am,1407,04013167,4,0.6259,-0.47,124,23,33,2,1293
2801,CA,94611,Bank_Of_Am,3343,05013005,5,0.9324,-0.07,130,12,152,1,299
2802,NC,28789,Bank_Of_Am,4099,01019589,1,0.6021,-0.51,116,70,19,5,933
2803,CA,91340,Bank_Of_Am,1908,02014536,2,0.1996,-1.61,139,86,34,1,1286
2804,FL,34203,Discover,6841,08012256,8,0.1964,-1.63,116,12,63,1,250
2805,KY,42445,Chase_Rev,3837,05012784,5,0.9000,-0.11,113,57,64,1,120
2806,NY,12404,Associates,1108,05012941,5,0.0171,-4.07,130,99,77,1,110
2807,OH,44902,Associates,1849,01014892,1,0.3489,-1.05,128,50,27,1,300
2808,CT,06483,Discover,1721,02014159,2,0.9037,-0.1,123,21,49,1,1145
2809,PA,19104,Discover,2099,06012688,6,0.8527,-0.16,107,15,14,1,499
2810,WA,98408,Bank_Of_Am,646,08012200,8,0.9006,-0.1,128,72,81,1,90
2811,NE,68508,Discover,6270,10011749,10,0.3365,-1.09,132,18,184,2,113
2812,NC,28403,Discover,2782,02014181,2,0.7060,-0.35,108,12,74,11,1260
2813,CA,93960,Wells,1006,05012803,5,0.4571,-0.78,131,11,26,2,791
2814,KS,66061,Chase,6760,07012388,7,0.9212,-0.08,130,42,6,1,185
2815,PA,15139,Discover,2460,04013262,4,0.4251,-0.86,134,11,10,1,221
2816,TX,76384,Associates,1269,01925751,1,0.7801,-0.25,139,72,137,1,139
2817,SC,29210,Associates,2803,03013628,3,0.3770,-0.98,109,37,4,1,1800
2818,CA,96007,Bank_Of_Am,1214,01016141,1,0.5826,-0.54,97,22,102,2,100
2819,PA,19145,Chase,5245,06012640,6,0.4018,-0.91,106,59,136,3,130
2820,NY,11542,Discover,2976,01014862,1,0.5864,-0.53,91,41,29,8,260
2821,PA,17313,Discover,1902,02013827,2,0.0292,-3.54,138,29,23,3,522
2822,WA,98117,Bank_Of_Am,907,01926538,1,0.6734,-0.4,140,42,108,2,1109
2823,MA,01082,Discover,1216,08000000,8,0.0452,-3.1,124,27,22,1,859
2824,CA,91010,Wells,1539,04013244,4,0.0942,-2.36,117,97,161,3,210
2825,OK,73096,Discover,3371,01014862,1,0.3781,-0.97,102,60,83,5,225
2826,NY,11050,Chase_Rev,3468,05012984,5,0.6297,-0.46,132,36,101,3,845
2827,TX,77581,Discover,2486,06012664,6,0.4760,-0.74,89,24,146,10,374
2828,CA,94544,Discover,2008,06012725,6,0.5380,-0.62,120,82,81,5,180
2829,CA,94544,Discover,2565,03923838,3,0.0818,-2.5,131,70,55,1,110
2830,KY,40272,Discover,1945,03013595,3,0.4392,-0.82,128,43,47,2,680
2831,NC,27529,Chase_Rev,1832,02014641,2,0.1361,-1.99,133,34,102,1,40
2832,MO,63539,Discover,3095,06012761,6,0.7704,-0.26,104,46,61,1,675
2833,MD,21114,Chase_Rev,8528,08012189,8,0.3933,-0.93,118,50,32,1,25
2834,MI,48733,Associates,2285,06922505,6,0.6438,-0.44,133,81,30,1,150
2835,SC,29512,Associates,786,04013136,4,0.0641,-2.75,118,42,128,3,200
2836,HI,96793,Associates,5969,07012426,7,0.5220,-0.65,117,86,161,1,66
2837,NC,28054,Discover,1565,07920000,7,0.0513,-2.97,137,24,56,1,731
2838,WV,26571,Discover,3675,03013617,3,0.3127,-1.16,140,56,78,3,150
2839,WA,98003,Bank_Of_Am,852,03013666,3,0.2018,-1.6,88,87,78,9,310
2840,IL,62052,Associates,5722,07012452,7,0.9341,-0.07,120,47,208,2,235
2841,CA,92020,Wells,2393,02013753,2,0.3059,-1.18,144,32,47,9,450
2842,CA,92345,Discover,4856,03013402,3,0.1996,-1.61,132,5,63,7,650
2843,CT,06905,Bank_Of_Am,6998,07012462,7,0.1636,-1.81,128,72,80,7,3600
2844,NY,10460,Chase,1577,03013565,3,0.0763,-2.57,117,73,7,1,738
2845,LA,70374,Chase,3332,04013224,4,0.5434,-0.61,142,16,32,1,945
2846,NY,11692,Wells,3705,01927115,1,0.3685,-1,104,39,19,5,660
2847,NC,27604,Discover,554,01015001,1,0.9157,-0.09,120,32,132,1,80
2848,CA,92880,Bank_Of_Am,506,10011195,10,0.0074,-4.9,116,49,14,2,24
2849,PA,17543,Associates,2228,01019384,1,0.9670,-0.03,137,16,5,3,1971
2850,PA,15642,Bank_Of_Am,2060,04013147,4,0.4069,-0.9,136,90,64,15,1500
2851,VA,23113,Associates,4444,05012889,5,0.9969,0,131,77,47,1,1000
2852,NY,11201,Discover,3337,04013154,4,0.5870,-0.53,135,9,59,1,2000
2853,GA,31419,Associates,2857,05012839,5,0.6349,-0.45,145,60,123,1,153
2854,PA,15220,Discover,1482,07012456,7,0.3104,-1.17,119,5,143,15,300
2855,TN,38115,Discover,4470,06012617,6,0.5090,-0.68,115,88,104,2,300
2856,AR,72211,Bank_Of_Am,5428,09012139,9,0.4715,-0.75,107,5,62,1,1536
2857,NJ,08110,Associates,4193,06012612,6,0.6314,-0.46,141,98,43,13,2920
2858,CA,94705,Chase,6821,09011988,9,0.9662,-0.03,142,72,41,1,2822
2859,IL,61821,Bank_Of_Am,3686,01019254,1,0.2807,-1.27,125,42,55,1,648
2860,IL,60445,Chase,5178,03013591,3,0.1323,-2.02,123,71,32,7,300
2861,WI,53224,Chase,10622,08000000,8,0.9890,-0.01,132,81,116,6,122
2862,OH,45342,Discover,2148,03013550,3,0.6858,-0.38,99,19,341,2,100
2863,OR,97211,Wells,1861,02013993,2,0.1528,-1.88,121,77,40,6,1220
2864,TX,76109,Wells,8439,10011117,10,0.8363,-0.18,133,28,33,2,25
2865,TN,38135,Bank_Of_Am,7276,01018872,1,0.6105,-0.49,131,42,77,2,7810
2866,PA,15221,Associates,5978,01019241,1,0.0187,-3.98,93,51,5,1,1299
2867,CA,95077,Wells,1691,05922892,5,0.5348,-0.63,98,96,74,3,381
2868,MD,21239,Bank_Of_Am,4413,05012961,5,0.4741,-0.75,139,71,146,7,1301
2869,CA,95130,Bank_Of_Am,2031,08012220,8,0.5843,-0.54,139,12,1,1,750
2870,WA,98422,Associates,3141,07012537,7,0.8216,-0.2,111,9,145,1,155
2871,CA,91001,Chase,2155,06012767,6,0.2203,-1.51,102,87,71,4,1370
2872,SD,57103,Discover,1518,05012782,5,0.0020,-6.24,142,40,108,1,140
2873,KS,66048,Associates,2401,02014610,2,0.1023,-2.28,121,97,66,30,75
2874,VA,23518,Discover,1767,02013716,2,0.6940,-0.37,147,27,56,7,186
2875,TN,37211,Discover,2531,05012922,5,0.0564,-2.87,118,28,56,2,780
2876,IA,52246,Discover,1618,06012585,6,0.6834,-0.38,126,55,47,1,250
2877,CA,91342,Associates,11808,10011527,10,0.7951,-0.23,85,96,8,3,5176
2878,PA,19021,Discover,1915,02013924,2,0.4763,-0.74,104,14,101,3,308
2879,TX,75060,Discover,7389,10010902,10,0.4307,-0.84,119,19,57,12,255
2880,LA,70094,Associates,4048,01925656,1,0.1663,-1.79,129,20,85,7,290
2881,CA,92021,Associates,2930,02013953,2,0.4785,-0.74,107,93,107,1,1750
2882,FL,33186,Bank_Of_Am,5371,02014761,2,0.3929,-0.93,113,56,108,7,510
2883,OH,45237,Discover,1024,05012872,5,0.1982,-1.62,117,82,8,2,194
2884,CA,94579,Associates,1132,06012573,6,0.7409,-0.3,121,54,93,8,640
2885,CA,90723,Wells,1148,05012774,5,0.4261,-0.85,98,4,8,1,752
2886,CA,90813,Bank_Of_Am,1986,01019302,1,0.8636,-0.15,130,43,136,1,255
2887,IL,62881,Chase_Rev,1815,03013549,3,0.8416,-0.17,141,25,105,1,660
2888,KY,41749,Associates,1048,03013380,3,0.8208,-0.2,123,43,226,1,144
2889,IL,61607,Associates,5158,07012447,7,0.7196,-0.33,145,46,100,3,380
2890,AZ,85705,Discover,2368,06012656,6,0.5758,-0.55,105,97,42,2,1580
2891,ID,83714,Associates,292,01014965,1,0.6046,-0.5,114,54,48,9,7
2892,AR,72401,Discover,1658,08012218,8,0.0728,-2.62,133,85,17,3,900
2893,CA,92801,Wells_FIB,6717,01928103,1,0.8698,-0.14,128,59,41,4,1920
2894,CA,94587,Bank_Of_Am,472,03013357,3,0.4812,-0.73,121,76,83,1,560
2895,TX,78043,Discover,7348,01018477,1,0.2924,-1.23,123,47,70,2,2885
2896,SC,29702,Discover,3277,04013061,4,0.7352,-0.31,128,36,18,2,185
2897,CA,92701,Wells,1862,05012929,5,0.1555,-1.86,108,59,42,3,38
2898,CA,95824,Wells,2900,05012955,5,0.6947,-0.36,125,6,57,8,150
2899,LA,70075,Discover,3593,05012772,5,0.0965,-2.34,147,10,49,1,2643
2900,MA,01040,Chase,3834,05012792,5,0.8933,-0.11,149,61,83,2,100
2901,TX,78363,Discover,1618,10011662,10,0.2031,-1.59,74,22,1,1,525
2902,LA,70544,Associates,5830,05012866,5,0.3272,-1.12,132,64,50,7,1415
2903,IN,46407,Discover,6229,01019281,1,0.1107,-2.2,92,80,152,2,1584
2904,MO,63552,Discover,1677,02014406,2,0.8854,-0.12,122,53,79,12,789
2905,CA,93455,Associates,1745,05012850,5,0.4366,-0.83,137,4,49,2,500
2906,WA,98072,Bank_Of_Am,1090,06012725,6,0.2649,-1.33,113,76,177,1,300
2907,TX,76204,Discover,1983,06012578,6,0.7239,-0.32,117,18,150,5,540
2908,CA,92868,Wells,2181,05012778,5,0.8836,-0.12,127,50,40,1,71
2909,MO,63304,Associates,2402,02014286,2,0.6712,-0.4,139,14,8,4,1025
2910,OK,74073,Discover,2508,07012454,7,0.2473,-1.4,112,64,28,5,725
2911,NE,68787,Wells,1067,02013816,2,0.5008,-0.69,100,58,147,5,72
2912,WA,98106,Discover,4750,01014871,1,0.2577,-1.36,114,91,310,4,150
2913,FL,34143,Chase,3285,04013199,4,0.1490,-1.9,109,20,42,4,805
2914,CA,91351,Bank_Of_Am,7831,01018290,1,0.0854,-2.46,97,1,101,3,883
2915,SC,29732,Wells,1730,07920000,7,0.5874,-0.53,122,20,153,1,320
2916,WY,82834,Chase_Rev,1757,03013378,3,0.9662,-0.03,101,92,61,1,135
2917,TX,79416,Discover,1658,10011838,10,0.7190,-0.33,109,22,58,10,150
2918,CA,92503,Bank_Of_Am,1056,09012107,9,0.9811,-0.02,104,30,182,2,240
2919,PA,17403,Chase_Rev,3999,05012997,5,0.6195,-0.48,130,61,112,1,5721
2920,CA,94566,Bank_Of_Am,3919,02013772,2,0.3002,-1.2,112,84,82,6,200
2921,LA,71040,Chase_Rev,3157,05012829,5,0.4399,-0.82,125,99,55,3,1120
2922,PA,19143,Discover,2454,02014452,2,0.9913,-0.01,138,67,93,1,28
2923,VA,24020,Discover,1428,04013149,4,0.3608,-1.02,147,99,34,1,745
2924,CA,90240,Discover,2410,01016801,1,0.6216,-0.48,111,22,65,1,300
2925,CA,92886,Associates,7147,07012395,7,0.9396,-0.06,141,72,81,1,100
2926,CA,94601,Bank_Of_Am,3071,04013120,4,0.1624,-1.82,104,64,90,13,1505
2927,CA,94590,Wells,1184,07012450,7,0.7229,-0.32,92,95,39,1,24
2928,NY,12202,Chase_Rev,2111,03013392,3,0.5185,-0.66,119,42,224,3,30
2929,TX,77039,Discover,3229,08012331,8,0.3499,-1.05,122,85,36,1,188
2930,WA,98136,Discover,7376,09011943,9,0.9999,0,116,34,33,7,50
2931,FL,34689,Wells_FIB,4663,06012723,6,0.6084,-0.5,129,26,371,4,101
2932,CA,91206,Bank_Of_Am,812,01017039,1,0.9171,-0.09,130,90,87,5,130
2933,MI,48184,Bank_Of_Am,2599,04013262,4,0.0839,-2.48,127,23,45,1,1035
2934,TX,78063,Associates,11299,09921006,9,0.6419,-0.44,109,30,18,9,300
2935,FL,33063,Chase,5633,07012435,7,0.5093,-0.67,116,54,202,2,85
2936,MD,20706,Associates,1907,01019590,1,0.8619,-0.15,120,21,68,1,515
2937,MI,49509,Discover,2627,05012928,5,0.1321,-2.02,97,51,155,3,2141
2938,IL,60432,Discover,2223,03013304,3,0.5331,-0.63,95,55,59,1,1343
2939,OH,44067,Discover,3259,02925498,2,0.7871,-0.24,102,14,13,6,2299
2940,TX,75766,Bank_Of_Am,5798,02013724,2,0.3527,-1.04,133,27,92,26,25
2941,CA,90241,Discover,7302,01015706,1,0.3278,-1.12,107,12,42,1,3100
2942,RI,02908,Bank_Of_Am,1986,01014883,1,0.1309,-2.03,100,77,99,3,25
2943,NC,28801,Associates,5161,03013456,3,0.3653,-1.01,141,92,37,1,100
2944,OH,45121,Associates,592,02014149,2,0.1164,-2.15,106,93,97,2,250
2945,CA,93907,Bank_Of_Am,4358,01016037,1,0.1533,-1.88,77,33,50,1,3250
2946,OK,74021,Associates,2142,08000000,8,0.3195,-1.14,128,85,66,2,250
2947,TN,38111,Discover,1696,01017563,1,0.7346,-0.31,95,11,59,1,20
2948,NJ,07101,Wells,586,02014099,2,0.4724,-0.75,128,53,17,1,404
2949,OH,43952,Associates,2104,01019479,1,0.0964,-2.34,148,14,10,1,425
2950,NJ,07306,Bank_Of_Am,1955,03013572,3,0.0323,-3.43,140,18,30,2,850
2951,MI,49735,Chase,3036,02013900,2,0.0287,-3.55,130,72,37,1,75
2952,TX,78108,Bank_Of_Am,4563,06012650,6,0.9559,-0.05,145,91,63,2,1400
2953,CA,93702,Wells,1128,06012636,6,0.1496,-1.9,145,46,22,1,150
2954,FL,33851,Chase,3918,05012865,5,0.9635,-0.04,123,38,2,1,350
2955,FL,34997,Discover,2980,01018706,1,0.9433,-0.06,134,61,94,4,1065
2956,NC,28396,Discover,8002,05012779,5,0.7722,-0.26,140,34,9,3,5276
2957,ID,83201,Discover,2213,01015994,1,0.3164,-1.15,106,90,3,1,725
2958,FL,34135,Wells,3213,03013444,3,0.6788,-0.39,137,18,25,1,940
2959,TX,79070,Discover,6875,10011258,10,0.0477,-3.04,135,2,24,16,375
2960,NY,10024,Chase_Rev,6244,05012968,5,0.0932,-2.37,91,27,200,4,207
2961,CA,93454,Bank_Of_Am,1698,02014337,2,0.6837,-0.38,128,88,130,5,100
2962,OH,44302,Discover,1400,05012884,5,0.2437,-1.41,90,20,139,1,843
2963,FL,33624,Associates,4210,06012749,6,0.7922,-0.23,135,46,410,2,175
2964,NY,14607,Discover,7245,01015310,1,0.1212,-2.11,144,82,127,1,3051
2965,PA,15132,Associates,1971,05012793,5,0.3822,-0.96,127,64,35,4,930
2966,AZ,85704,Wells,1387,07012356,7,0.8851,-0.12,126,99,29,1,65
2967,AZ,85069,Bank_Of_Am,6529,01018472,1,0.8816,-0.13,112,84,17,3,880
2968,CA,95050,Wells,2616,03013330,3,0.6483,-0.43,116,1,96,1,110
2969,NJ,07306,Discover,799,01014770,1,0.3918,-0.94,132,85,32,3,350
2970,NY,13152,Discover,1988,03013551,3,0.3433,-1.07,120,7,22,1,1651
2971,MA,01841,Discover,3582,01014930,1,0.1279,-2.06,107,35,17,2,2030
2972,CA,94110,Wells,926,06012705,6,0.7312,-0.31,100,14,19,7,608
2973,MA,02760,Discover,3635,04013048,4,0.1468,-1.92,95,46,32,3,1200
2974,TX,78212,Associates,4470,03013343,3,0.7981,-0.23,117,2,93,1,109
2975,NJ,08884,Wells,1098,01016223,1,0.1502,-1.9,121,83,154,1,40
2976,TN,38334,Bank_Of_Am,770,02014333,2,0.4118,-0.89,144,4,41,1,85
2977,OH,43130,Discover,3939,01019251,1,0.8609,-0.15,115,94,138,2,10
2978,WA,98011,Wells,1141,07012402,7,0.5350,-0.63,124,43,70,1,440
2979,MD,21795,Associates,1821,01014935,1,0.9166,-0.09,116,76,80,2,283
2980,PA,19403,Chase,2039,03013650,3,0.9645,-0.04,107,62,89,1,2400
2981,VT,05301,Bank_Of_Am,2342,06012636,6,0.9315,-0.07,141,27,149,1,2243
2982,CA,94621,Bank_Of_Am,5481,01925980,1,0.8068,-0.21,140,67,8,1,1225
2983,LA,70079,Discover,1525,01016501,1,0.8061,-0.22,116,81,72,1,2243
2984,CO,80403,Chase,1682,02013779,2,0.3302,-1.11,124,92,53,2,800
2985,AL,36111,Discover,1926,03923600,3,0.4473,-0.8,147,37,55,4,295
2986,FL,32817,Discover,1753,10010613,10,0.4068,-0.9,111,16,149,1,116
2987,LA,70462,Chase_Rev,2131,03013602,3,0.8299,-0.19,93,67,52,1,545
2988,CA,90807,Wells,1332,07012407,7,0.6815,-0.38,118,26,76,2,1060
2989,VT,05401,Associates,1112,03013352,3,0.7755,-0.25,130,90,31,12,52
2990,CA,90604,Discover,1515,06012742,6,0.3909,-0.94,134,83,53,1,670
2991,KS,66701,Associates,5900,09011914,9,0.3718,-0.99,116,60,5,2,25
2992,IL,60115,Bank_Of_Am,999,02013865,2,0.7048,-0.35,99,75,107,2,125
2993,CA,92335,Bank_Of_Am,275,03013508,3,0.3069,-1.18,95,41,190,1,100
2994,IN,46221,Wells,1931,02013738,2,0.8247,-0.19,139,35,97,4,586
2995,AK,99929,Bank_Of_Am,976,05012980,5,0.6658,-0.41,106,61,50,3,1300
2996,NY,11755,Wells,8167,01016191,1,0.7661,-0.27,112,12,117,3,900
2997,MS,39180,Discover,3987,09012071,9,0.7302,-0.31,108,88,273,2,450
2998,MA,02148,Discover,3673,02014662,2,0.3138,-1.16,140,70,128,4,655
2999,NH,03104,Discover,5711,10011795,10,0.0873,-2.44,144,55,90,5,75
3000,WA,98466,Bank_Of_Am,777,03013576,3,0.1687,-1.78,128,10,73,4,32
3001,CA,93458,Wells,1372,06012689,6,0.6093,-0.5,85,29,50,2,50
3002,NY,11553,Chase_Rev,1598,02013726,2,0.9216,-0.08,141,20,21,2,230
3003,WA,98841,Bank_Of_Am,461,10011773,10,0.8690,-0.14,132,60,3,2,183
3004,NY,10467,Associates,2223,03013332,3,0.6086,-0.5,126,65,38,1,800
3005,CA,94596,Wells,2490,02014548,2,0.1103,-2.2,141,64,39,1,1320
3006,AZ,85345,Wells,1741,05012999,5,0.1795,-1.72,137,98,97,12,150
3007,NY,11235,Chase,2833,04013145,4,0.6574,-0.42,112,89,12,2,3794
3008,CA,91104,Wells,1752,04013202,4,0.8871,-0.12,110,24,49,3,750
3009,MA,02140,Chase_Rev,2471,03013304,3,0.9780,-0.02,129,49,81,2,400
3010,CA,91790,Discover,6003,01019056,1,0.9651,-0.04,114,87,47,2,2525
3011,TX,75647,Wells,1277,07012438,7,0.4188,-0.87,131,18,52,1,31
3012,TX,75185,Discover,3902,10011479,10,0.5163,-0.66,136,96,42,8,2102
3013,CT,06040,Associates,1412,04013105,4,0.0138,-4.28,127,60,134,3,1883
3014,FL,34206,Discover,937,07012359,7,0.8666,-0.14,138,19,73,2,41
3015,NY,11768,Bank_Of_Am,1276,03013584,3,0.7268,-0.32,130,47,75,3,150
3016,MA,01069,Bank_Of_Am,1632,03013572,3,0.3261,-1.12,107,76,44,1,80
3017,MO,63857,Bank_Of_Am,3425,06012643,6,0.4940,-0.71,92,78,38,8,89
3018,NY,13088,Chase_Bony,8103,07012462,7,0.5148,-0.66,129,6,82,3,3020
3019,TX,76643,Chase,920,06012672,6,0.1452,-1.93,127,14,6,3,748
3020,OH,44144,Associates,4628,02014331,2,0.4303,-0.84,90,69,128,4,915
3021,LA,70118,Wells,2170,03013539,3,0.0533,-2.93,116,12,32,1,150
3022,MA,02150,Associates,6004,08012326,8,0.7256,-0.32,110,49,19,1,4275
3023,SC,29630,Discover,649,10010527,10,0.9455,-0.06,140,43,2,1,13
3024,OH,45634,Discover,2336,04013215,4,0.3537,-1.04,125,85,28,6,700
3025,CA,93612,Wells_FIB,893,02013694,2,0.6602,-0.42,109,97,119,6,190
3026,AZ,85741,Wells_FIB,1317,01015465,1,0.4949,-0.7,126,41,308,1,300
3027,CA,91358,Associates,1184,03013534,3,0.1623,-1.82,105,86,38,1,1069
3028,NJ,08724,Discover,5267,01019414,1,0.9249,-0.08,138,47,85,1,2212
3029,CA,95817,Bank_Of_Am,483,05012785,5,0.8809,-0.13,145,75,217,2,530
3030,TX,78586,Discover,1174,09921103,9,0.7100,-0.34,105,70,72,5,475
3031,NV,89102,Bank_Of_Am,1247,02014215,2,0.0350,-3.35,127,26,56,1,180
3032,CA,94903,Wells,1563,01016635,1,0.6424,-0.44,122,57,13,5,364
3033,MA,01904,Discover,3253,01019514,1,0.3526,-1.04,116,89,142,5,1650
3034,NV,89119,Wells,4257,08012180,8,0.8958,-0.11,113,93,4,1,86
3035,PA,19440,Discover,1656,01015026,1,0.9478,-0.05,131,80,108,4,190
3036,NY,11427,Chase_Rev,3328,04013197,4,0.8663,-0.14,141,32,26,1,465
3037,NY,10928,Bank_Of_Am,9835,02013718,2,0.3893,-0.94,104,28,88,2,2170
3038,IL,60201,Bank_Of_Am,2055,03013435,3,0.2633,-1.33,108,72,57,16,34
3039,IL,62901,Discover,2362,01926309,1,0.9451,-0.06,90,15,52,5,595
3040,CA,91343,Bank_Of_Am,2230,08012260,8,0.1853,-1.69,105,50,1,1,335
3041,FL,34652,Associates,527,02013759,2,0.4745,-0.75,120,30,7,1,120
3042,CA,91773,Wells,1369,04013113,4,0.9011,-0.1,136,79,20,2,400
3043,FL,32301,Discover,2745,02013696,2,0.4391,-0.82,114,23,47,1,936
3044,LA,71019,Discover,887,01016909,1,0.6318,-0.46,148,46,75,6,314
3045,GA,31206,Associates,1800,03013369,3,0.7996,-0.22,144,73,70,9,285
3046,NJ,07055,Discover,1027,08012248,8,0.2211,-1.51,102,53,6,1,50
3047,CA,91802,Wells,1288,07012532,7,0.8451,-0.17,116,47,37,2,210
3048,CA,90028,Wells,2069,01014833,1,0.2768,-1.28,113,13,96,2,520
3049,NC,27510,Discover,2629,02014374,2,0.1918,-1.65,122,8,51,5,585
3050,NC,28146,Associates,5098,01926231,1,0.7943,-0.23,130,60,29,1,997
3051,CA,94118,Bank_Of_Am,4764,08012281,8,0.5483,-0.6,102,9,68,1,1550
